Data/InitialText,Data/Label,Data/Mood
Uncle Vernon nearly crashed into the car in front,6,Fear
He turned right around in his seat and yelled at Harry his face like a gigantic beet with a mustache MOTORCYCLES do not FLY,5,Anger
Dudley and Piers sniggered,1,Happy
It was only a dream,0,Neutral
But he wished he had not said anything,4,Sad
If there was one thing the Dursleys hated even more than his asking questions it was his talking about anything acting in a way it should not no matter if it was in a dream or even a cartoon they seemed to think he might get dangerous ideas,5,Anger
It was a very sunny Saturday and the zoo was crowded with families,0,Neutral
The Dursleys bought Dudley and Piers large chocolate ice creams at the entrance and then because the smiling lady in the van had asked Harry what he wanted before they could hurry him away they bought him a cheap lemon ice pop,4,Sad
It was not bad either Harry thought licking it as they watched a gorilla scratching its head who looked remarkably like Dudley except that it was not blond,1,Happy
Harry had the best morning he had had in a long time,1,Happy
He was careful to walk a little way apart from the Dursleys so that Dudley and Piers who were starting to get bored with the animals by lunchtime would not fall back on their favorite hobby of hitting him,6,Fear
They ate in the zoo restaurant and when Dudley had a tantrum because his knickerbocker glory did not have enough ice cream on top Uncle Vernon bought him another one and Harry was allowed to finish the first,1,Happy
Harry felt afterward that he should have known it was all too good to last,4,Sad
After lunch they went to the reptile house,0,Neutral
It was cool and dark in there with lit windows all along the walls,6,Fear
Behind the glass all sorts of lizards and snakes were crawling and slithering over bits of wood and stone,6,Fear
Dudley and Piers wanted to see huge poisonous cobras and thick man-crushing pythons,3,Excite
Dudley quickly found the largest snake in the place,1,Happy
It could have wrapped its body twice around Uncle Vernons car and crushed it into a trash can but at the moment it did not look in the mood,4,Sad
In fact it was fast asleep,0,Neutral
Dudley stood with his nose pressed against the glass staring at the glistening brown coils,3,Excite
Make it move he whined at his father,5,Anger
Uncle Vernon tapped on the glass but the snake did not budge,0,Neutral
Do it again Dudley ordered,5,Anger
Uncle Vernon rapped the glass smartly with his knuckles but the snake just snoozed on,1,Happy
This is boring Dudley moaned,4,Sad
Harry moved in front of the tank and looked intently at the snake,3,Excite
He would not have been surprised if it had died of boredom itself no company except stupid people drumming their fingers on the glass trying to disturb it all day long,4,Sad
It was worse than having a cupboard as a bedroom where the only visitor was Aunt Petunia hammering on the door to wake you up; at least he got to visit the rest of the house,4,Sad
The snake suddenly opened its beady eyes,5,Anger
Slowly very slowly it raised its head until its eyes were on a level with Harrys,0,Neutral
Harry stared,0,Neutral
Then he looked quickly around to see if anyone was watching,3,Excite
He looked back at the snake and winked too,3,Excite
The snake jerked its head toward Uncle Vernon and Dudley then raised its eyes to the ceiling,1,Happy
It gave Harry a look that said quite plainly I get that all the time,4,Sad
I know Harry murmured through the glass though he was not sure the snake could hear him,3,Excite
The snake nodded vigorously,5,Anger
Where do you come from anyway? Harry asked,3,Excite
The snake jabbed its tail at a little sign next to the glass,0,Neutral
Boa Constrictor Brazil,0,Neutral
The boa constrictor jabbed its tail at the sign again and Harry read on This specimen was bred in the zoo,0,Neutral
Oh I see so you have never been to Brazil?,4,Sad
As the snake shook its head a deafening shout behind Harry made both of them jump,6,Fear
DUDLEY Mr DURSLEY COME AND LOOK AT THIS SNAKE YOU will not BELIEVE WHAT ITS DOING,3,Excite
Dudley came waddling toward them as fast as he could,3,Excite
Out of the way you he said punching Harry in the ribs,5,Anger
Caught by surprise Harry fell hard on the concrete floor,4,Sad
What came next happened so fast no one saw how it happened one second Piers and Dudley were leaning right up close to the glass the next they had leapt back with howls of horror,6,Fear
Harry sat up and gasped; the glass front of the boa constrictors tank had vanished,6,Fear
The great snake was uncoiling itself rapidly slithering out onto the floor,3,Excite
People throughout the reptile house screamed and started running for the exits,6,Fear
As the snake slid swiftly past him Harry could have sworn a low hissing voice said Brazil here I come,3,Excite
Thanksss amigo,2,Love
The keeper of the reptile house was in shock,6,Fear
But the glass he kept saying where did the glass go?,6,Fear
The zoo director himself made Aunt Petunia a cup of strong sweet tea while he apologized over and over again,4,Sad
Piers and Dudley could only gibber,1,Happy
As far as Harry had seen the snake had not done anything except snap playfully at their heels as it passed but by the time they were all back in Uncle Vernons car Dudley was telling them how it had nearly bitten off his leg while Piers was swearing it had tried to squeeze him to death,6,Fear
But worst of all for Harry at least was Piers calming down enough to say Harry was talking to it were not you Harry?,3,Excite
I have already got us some rations said Uncle Vernon so all aboard,3,Excite
He did not know what time it was and he could not be sure the Dursleys were asleep yet,4,Sad
Until they were he could not risk sneaking to the kitchen for some food,0,Neutral
Hed lived with the Dursleys almost ten years ten miserable years as long as he could remember ever since he had been a baby and his parents had died in that car crash,4,Sad
He could not remember being in the car when his parents had died,4,Sad
Sometimes when he strained his memory during long hours in his cupboard he came up with a strange vision a blinding flash of green light and a burn- ing pain on his forehead,4,Sad
This he supposed was the crash though he could not imagine where all the green light came from,6,Fear
He could not remember his parents at all,4,Sad
His aunt and uncle never spoke about them and of course he was forbidden to ask questions,4,Sad
There were no photographs of them in the house,4,Sad
When he had been younger Harry had dreamed and dreamed of some unknown relation coming to take him away but it had never happened; the Dursleys were his only family,2,Love
Yet sometimes he thought or maybe hoped that strangers in the street seemed to know him,1,Happy
Very strange strangers they were too,0,Neutral
A tiny man in a violet top hat had bowed to him once while out shopping with Aunt Petunia and Dudley,3,Excite
After asking Harry furiously if he knew the man Aunt Petunia had rushed them out of the shop without buying anything,5,Anger
A wild-looking old woman dressed all in green had waved merrily at him once on a bus,2,Love
A bald man in a very long purple coat had actually shaken his hand in the street the other day and then walked away without a word,3,Excite
The weirdest thing about all these people was the way they seemed to vanish the second Harry tried to get a closer look,3,Excite
